site_name	site_code	country_code	country	site_area_ha	area_of_study_ha	dead_wood_sampling_method	latidute_n_new	longitude_e_new	altitude_m	altitude_average_m	altitude_strm	annual_precipitation_diff_sources_mm	precipitation_of_warmest_quarter_bio18	precipitation_in_vegetation_period	annual_precipitation_bio12_mm	annual_evaporation_mm	water_balance_prec_evap	snow_cover_modis_myd10v5	mean_temperature_of_the_warmst_month	max_temp_of_warmest_month_bio5	mean_temperature_of_the_coldest_month	min_temp_of_coldest_month_bio6	temp_annual_range_bio7	mean_annual_temperature	mean_temperature_in_vegetation_period	mean_temperature_of_warmest_quarter_bio10	annual_mean_temp_bio1	soil_type_fao85_lev1_eu_soil_atlas	ellenberg_quotient_q	lang_quotient_based_on_world_clim	corine_2006	main_tree_species_only_tree_species_with_more_than_10_m3_living_volume	forest_type_bear	beech_proportion	deciduous_proportion_minus_beech	conifer_proportion	eunis_only_dominating_forest_type	forest_type_natura_2000_eu_habitat_directive	natural_disturbance_wind	natural_disturbance_snow	natural_disturbance_waterlogging	natural_disturbance_drought	natural_disturbance_insects	natural_disturbance_fungi	reserve_established_year	reserve_age	reserve_classification	virgin_forest	former_coppice	former_high_forest	former_wood_pasture	living_tree_volume_m3_ha_1_total	living_tree_volume_m3_ha_1_fagus	living_tree_volume_m3_ha_1_quercus	living_tree_volume_m3_ha_1_fraxinus	living_tree_volume_m3_ha_1_acer	living_tree_volume_m3_ha_1_other_decideuous	living_tree_volume_m3_ha_1_abies	living_tree_volume_m3_ha_1_picea	living_tree_volume_m3_ha_1_other_coniferous	living_tree_volume_m3_ha_1_minimum_dbh_recorded_cm	living_tree_volume_m3_ha_1_year_recorded	snag_standing_dead_trees_volume_m3_ha_1_total	snag_standing_dead_trees_volume_m3_ha_1_fagus	snag_standing_dead_trees_volume_m3_ha_1_quercus	snag_standing_dead_trees_volume_m3_ha_1_fraxinus	snag_standing_dead_trees_volume_m3_ha_1_acer	snag_standing_dead_trees_volume_m3_ha_1_other_decideuous	snag_standing_dead_trees_volume_m3_ha_1_abies	snag_standing_dead_trees_volume_m3_ha_1_picea	snag_standing_dead_trees_volume_m3_ha_1_other_coniferous	snag_standing_dead_trees_volume_m3_ha_1_minimum_dbh_recorded_cm	snag_standing_dead_trees_volume_m3_ha_1_year_recorded	fallen_log_volume_m3_ha_1_total	fallen_log_volume_m3_ha_1_fagus	fallen_log_volume_m3_ha_1_quercus	fallen_log_volume_m3_ha_1_fraxinus	fallen_log_volume_m3_ha_1_acer	fallen_log_volume_m3_ha_1_other_decideuous	fallen_log_volume_m3_ha_1_abies	fallen_log_volume_m3_ha_1_picea	fallen_log_volume_m3_ha_1_other_coniferous	fallen_log_volume_m3_ha_1_minimum_dbh_recorded_cm	fallen_log_volume_m3_ha_1_year_recorded	total_dead_volume_m3_ha_1_total	total_dead_volume_m3_ha_1_fagus	total_dead_volume_m3_ha_1_quercus	total_dead_volume_m3_ha_1_fraxinus	total_dead_volume_m3_ha_1_acer	total_dead_volume_m3_ha_1_other_decideuous	total_dead_volume_m3_ha_1_abies	total_dead_volume_m3_ha_1_picea	total_dead_volume_m3_ha_1_other_coniferous	dead_living_volume_percent	snag_log_ratio_percent	no_of_sampled_trees	decay_stages_of_cwd4	beech_boys_average_dbh	beech_boys_average_dc	beech_boys_average_moss_cover	beech_boys_average_bark_cover	beech_boys_average_soil_contact	beech_boys_number_of_logs	beech_boys_number_of_species	beech_boys_chao2_estimated_species_richness_based_on_n_20	beech_boys_number_of_fungi_per_log	vegetation_nerea	utmy	utmx	ut_mzone	connectivity_1_km	connectivity_10_km	connectivity_100_km	beech_boys_region
Stuzica	NA	SK	Slovakia	630	400	NA	49.07627326	22.53997655	NA	800	NA	925	319	NA	NA	NA	0	NA	14-15	NA	-5 to -7	NA	NA	05/Jun	NA	14.1	NA	NA	NA	NA	NA	Ab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67.2	2.8	0.28	0.5	0.8	29	90	124	8.5	Conifers	5436365	611749	34U	6.95	5.13	1.96	R5
Stuzica	NA	SK	Slovakia	NA	NA	NA	49.07429651	22.53785024	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	585	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.95	5.13	1.96	NA
Stuzica 4	SK_Stuz4	SK	Slovakia	218	1.5	PP	NA	NA	730-770	750	901	1100	NA	NA	932	363	569	24.3	14.5	19.9	-6.9	-9.6	29.5	5	NA	NA	4.5	B	13.2	207	23	"Fa, Qu"	F5a	0.95	0.11	0	G1.63	9130	NA	NA	NA	NA	NA	NA	1965	49	1	V	NA	NA	NA	569	539	63	0	0	0	0	0	0	7	1991	60	NA	NA	NA	NA	NA	NA	NA	NA	0	1991	48	NA	NA	NA	NA	NA	NA	NA	NA	0	1991	108	NA	NA	NA	NA	NA	NA	NA	NA	0.19	0.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.95	5.13	1.96	NA
Stuzica 4	NA	SK	Slovakia	218	NA	NA	NA	NA	730-770	NA	NA	NA	NA	NA	932	363	569	24.3	14.5	19.9	-6.9	-9.6	29.5	5	NA	NA	4.5	B	13.2	207	23	"Fa, Qu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	569	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	all	1991	48	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.95	5.13	1.96	NA
Stuzica 5	NA	SK	Slovakia	442	NA	NA	NA	NA	790-830	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Fa, Qu"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	647	NA	NA	NA	NA	NA	NA	NA	NA	7	NA	60	NA	NA	NA	NA	NA	NA	NA	NA	all	1991	48	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	108	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.95	5.13	1.96	NA
Vihorlat	NA	SK	Slovakia	29	NA	NA	NA	NA	NA	1000	NA	1000-1400	NA	NA	NA	NA	0	NA	15	NA	-7	NA	NA	04/Jun	NA	NA	NA	NA	NA	NA	NA	Ac	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56	3.1	0.22	0.45	0.76	20	50	84	5.5	Broadleaved	5323565	582704	34U	1.07	3.68	1.88	R5
Belinovec	NA	SI	Slovenia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bukov Vrh	SI_Bukov	SI	Slovenia	9.3	9.3	CS	45.99261444	13.88199634	1200-1300	1250	NA	3000	NA	NA	1316	493	823	22.5	15.3	21.7	-2.8	-5.2	26.9	5	NA	NA	7.3	E	5.1	180	25	"Fa, Ab, Ac"	F5b	0.83	0.07	0.1	G1.6C	NA	W	NA	NA	NA	NA	FALSE	1983	31	1	V	NA	NA	NA	525	435	0	0	37	0	53	0	0	5	1998	67	NA	NA	NA	NA	NA	NA	NA	NA	5	1998	25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92	NA	NA	NA	NA	NA	NA	NA	NA	0.18	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Donaska Gora	NA	SI	Slovenia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Kopa	NA	SI	Slovenia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Krokar	SI_Kroka	SI	Slovenia	72.8	NA	NA	45.54244927	14.76121599	850-1190	1020	1016	1500	NA	NA	1365	466	899	11.3	15.8	21.4	-3.6	-4.9	26.3	5	NA	NA	6.9	E	10.5	198	25	"Fa, Ab"	F5b	0.86	0	0.14	G1.6C	NA	W	NA	NA	NA	NA	FALSE	1894	120	1	V	NA	NA	NA	634	547	0	0	0	0	87	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	69	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	6.2	2.37	NA
Krokar	NA	SI	Slovenia	73	NA	NA	45.54244927	14.76121599	NA	1120	NA	1526	347	NA	1365	466	899	11.3	17.8	21.4	-1.6	-4.9	26.3	8.4	NA	NA	6.9	E	10.5	198	25	Ab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	633	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101	01/Jun	NA	NA	NA	NA	NA	101	96	NA	5.2	Conifers	5042964	482824	33T	6.96	6.2	2.37	R4
Krokar	NA	SI	Slovenia	72.8	NA	NA	45.54244927	14.76121599	850-1190	NA	NA	NA	NA	NA	1365	466	899	11.3	17.8	21.4	-1.6	-4.9	26.3	8.4	NA	NA	6.9	E	NA	198	25	"Fa, Ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	634	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	?	c. 1996	NA	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	6.2	2.37	NA
Pecka	SI_Pecka	SI	Slovenia	60.2	2.9	PP	45.75477876	14.99344124	800-910	855	NA	1220	NA	NA	1327	469	858	12.9	16.3	22	-4.3	-5.5	27.5	5	NA	NA	7	E	13.4	190	25	"Fa, Ab"	F5b	0.76	0	0.24	G1.6C	NA	W	NA	NA	NA	NA	FALSE	1953	61	1	V	NA	NA	NA	687	521	0	0	0	0	166	0	0	5	1999	291	15	0	0	0	0	276	0	0	5	1999	277	85	0	0	0	0	192	0	0	5	1999	568	100	0	0	0	0	468	0	0	0.83	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pecka	NA	SI	Slovenia	60.2	NA	NA	45.75477876	14.99344124	800-910	NA	NA	NA	NA	NA	1327	469	858	12.9	NA	22	NA	-5.5	27.5	NA	NA	NA	7	E	NA	190	25	"Ab, Fa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	930	NA	NA	NA	NA	NA	NA	NA	NA	all	NA	181	NA	NA	NA	NA	NA	NA	NA	NA	?	1980	178	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	181	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pecka	NA	SI	Slovenia	60.2	NA	NA	45.75477876	14.99344124	800-910	NA	NA	NA	NA	NA	1327	469	858	12.9	NA	22	NA	-5.5	27.5	NA	NA	NA	7	E	NA	190	25	"Fa, Ab"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	687	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	291	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	1999	277	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	568	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rajhenavski Rog	SI_Rajh	SI	Slovenia	51.3	1.91	PP	45.67404992	15.00911712	850-960	905	914	1500	NA	NA	1335	469	866	19.5	15.8	22	-3.6	-5.2	27.2	5	NA	NA	7.1	E	10.5	188	24	"Bb, Fa"	F5b	0.4	0	0.6	G1.6C	NA	W	NA	NA	NA	NA	FALSE	1894	120	1	V	NA	NA	NA	813	326	0	0	0	0	487	0	0	5	1985	122	28	0	0	0	0	94	0	0	5	1985	16	4	0	0	0	0	12	0	0	5	1985	138	32	0	0	0	0	106	0	0	0.17	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	6.06	2.44	NA
Rajhenavski Rog	NA	SI	Slovenia	51	NA	NA	45.67404992	15.00911712	NA	865	NA	1579	345	NA	1335	469	866	19.5	16.9	22	-1.9	-5.2	27.2	7.7	NA	15.9	7.1	E	10.5	188	24	Ab	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110	01/Jun	50	3	0.27	0.42	0.48	110	135	NA	10.6	Conifers	5056272	501558	33T	6.96	6.06	2.44	R4
Rajhenavski Rog	NA	SI	Slovenia	51.3	NA	NA	45.67404992	15.00911712	850-960	NA	NA	NA	NA	NA	1335	469	866	19.5	15.8	22	-3.6	-5.2	27.2	5	NA	NA	7.1	E	10.5	188	24	"Ab, Fa"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	813	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	122	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	1985	16	NA	NA	NA	NA	NA	NA	NA	NA	5 cm	NA	138	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	6.06	2.44	NA
Ravna Gora	NA	SI	Slovenia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Strmec	SI_Strem	SI	Slovenia	15.6	15.6	CS	NA	NA	820-930	875	NA	1556	NA	NA	NA	NA	0	NA	15.8	NA	-3.6	NA	NA	5	NA	NA	NA	NA	10.2	NA	NA	"Fa, Ab, Pi, Ac"	F5b	0.62	0.06	0.32	G1.6C	NA	W	NA	NA	NA	NA	FALSE	1913	101	1	V	NA	NA	NA	660	412	0	1	25	13	168	41	0	10	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	2001	166	24	0	0	0	0	137	5	0	0.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Strmec	NA	SI	Slovenia	15.55	NA	NA	NA	NA	900	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Fa, Ab, Pi, Ac"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	660	NA	NA	NA	NA	NA	NA	NA	NA	10 cm	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	?	2001	NA	NA	NA	NA	NA	NA	NA	NA	NA	?	NA	166	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Trdino Vrh	NA	SI	Slovenia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Artikutza	NA	ES	Spain	3645	2550	NA	43.211003	-1.78815	236-1052	585	1256	2700	NA	NA	1340	673	667	1.6	19.3	24.2	4.2	2.6	21.6	"12,9"	NA	NA	12.1	B	NA	111	23	"Cs, Qu, Be"	NA	0.38	0.41	0.1	NA	9120	NA	NA	NA	NA	NA	NA	1919	95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27	15	11	NA	NA	1	NA	NA	NA	NA	2004	17	9	8	NA	NA	1	NA	NA	NA	NA	2004	44	24.07	18.42	NA	NA	1.42	NA	NA	NA	NA	0.61	NA	01/Apr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.51	4.06	0.84	NA
Aztaparreta R.I	NA	ES	Spain	175	100	NA	42.91269189	-0.817412769	1212	1726	1380	1800	NA	NA	1151	617	534	16.2	19.5	19.3	2	-4.5	23.8	7	NA	NA	6	B	NA	192	23	Ab	NA	0.9	0	0.03	NA	9130	NA	NA	NA	NA	NA	NA	1987	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.92	2.88	0.82	NA
Bertizarana (Bertiz)	NA	ES	Spain	2052	1764	NA	43.16716609	-1.602537642	138-822	421	630	2020	NA	NA	1272	555	717	0.5	19.4	24.9	1.4	2.7	22.2	12.5	NA	NA	12.6	B	NA	101	23	Cs	NA	0.86	0.1	1.9	NA	9120	NA	NA	NA	NA	NA	NA	1949	65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	max 114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	01/Apr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.96	4.8	0.87	NA
La vega de Brañagallones I	NA	ES	Spain	37803	NA	NA	43.1092601	-5.309965887	350-2104	877	1226	1569	NA	NA	878	561	317	8.3	18.9	22.9	2.2	-2	24.9	13.1	NA	NA	8.5	B	NA	103	23	Be	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1996	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.18	3.51	0.56	NA
La vega de Brañagallones II	NA	ES	Spain	NA	NA	NA	NA	NA	NA	NA	NA	NA	166	NA	879	561	318	8.3	NA	22.8	NA	-2	24.8	NA	NA	15.2	8.4	B	NA	105	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bosque de Pome	NA	ES	Spain	NA	NA	NA	NA	NA	NA	NA	NA	NA	171	NA	889	573	316	3.5	NA	22.6	NA	-0.2	22.8	NA	NA	15.9	9.7	E	NA	92	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cuasta Fria	NA	ES	Spain	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	929	573	356	13.2	NA	22	NA	-2.1	24.1	NA	NA	14.7	8.1	E	NA	115	23	Fa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bosque de Pelono	NA	ES	Spain	NA	NA	NA	NA	NA	NA	NA	NA	NA	162	NA	847	560	287	16.7	NA	23.2	NA	-0.7	23.9	NA	NA	16	9.5	U	NA	89	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
BB2017 site 6	NA	ES	Spain	NA	NA	NA	NA	NA	NA	NA	NA	NA	173	NA	882	716	166	1.3	NA	22.8	NA	2.7	20.1	NA	NA	NA	11.8	L	NA	75	23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lizardoia I	NA	ES	Spain	64	NA	NA	43.00599108	-1.113985204	904-1183	1041	1054	1021	NA	NA	1128	419	709	6.4	16.5	22	-1.9	-2.4	24.4	NA	NA	NA	8.3	B	NA	136	25	"Ab, Fa"	NA	0.61	0.01	0.38	NA	9130	NA	NA	NA	NA	NA	NA	1987	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.91	3.84	0.86	NA
